;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);RADIACAO GLOBAL (KJ/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);UMIDADE RELATIVA DO AR, HORARIA (%);UMIDADE RELATIVA DO AR, HORARIA (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, RAJADA MAXIMA (m/s);VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);VENTO, VELOCIDADE HORARIA (m/s);VENTO, VELOCIDADE HORARIA (m/s)
;sum;min;max;mean;mean;min;max;mean;min;max;mean;min;max;mean;min;max;mean;min;max;mean;min;max;mean
DATA (YYYY-MM-DD);;;;;;;;;;;;;;;;;;;;;;;
2008-04-08;0.0;944.0;944.0;944.0;2154.0;17.0;23.0;20.0;11.0;14.0;13.0;30.0;83.0;56.916666666666664;25.0;332.0;134.58333333333334;4.0;4.0;4.0;3.0;3.0;3.0
2008-04-09;0.0;943.0;945.0;944.0;;18.0;25.0;22.6;12.0;14.0;13.0;27.0;76.0;50.75;4.0;305.0;114.79166666666667;4.0;7.0;4.75;2.0;5.0;3.5
2008-04-10;1.0;942.0;942.0;942.0;648.0;18.0;18.0;18.0;9.0;16.0;13.0;36.0;97.0;74.625;15.0;348.0;112.875;3.0;4.0;3.6666666666666665;2.0;4.0;2.6666666666666665
2008-04-11;0.0;936.0;939.0;937.6;2470.5;27.0;27.0;27.0;16.0;17.0;16.5;54.0;98.0;79.91666666666667;40.0;301.0;128.75;8.0;8.0;8.0;0.0;3.0;1.8
2008-04-12;7.0;935.0;938.0;936.6666666666666;;18.0;20.0;18.666666666666668;17.0;18.0;17.5;69.0;96.0;84.58333333333333;4.0;352.0;128.04166666666666;3.0;6.0;4.5;2.0;2.0;2.0
2008-04-13;0.0;935.0;938.0;936.5;;17.0;18.0;17.666666666666668;14.0;17.0;15.5;81.0;97.0;91.79166666666667;24.0;354.0;165.875;8.0;10.0;9.0;2.0;2.0;2.0
2008-04-14;2.0;940.0;946.0;942.75;1652.75;10.0;13.0;11.5;13.0;13.0;13.0;53.0;98.0;79.25;189.0;236.0;209.875;9.0;9.0;9.0;1.0;4.0;2.3333333333333335
2008-04-15;0.0;946.0;948.0;947.0;1540.5;6.0;7.0;6.5;6.0;6.0;6.0;42.0;99.0;76.0;38.0;321.0;155.41666666666666;1.0;2.0;1.6666666666666667;0.0;2.0;1.1666666666666667
2008-04-16;0.0;946.0;947.0;946.3333333333334;;13.0;14.0;13.5;7.0;8.0;7.5;70.0;93.0;82.79166666666667;34.0;359.0;111.375;3.0;7.0;5.0;;;
2008-04-17;0.0;948.0;948.0;948.0;;19.0;19.0;19.0;14.0;15.0;14.666666666666666;52.0;99.0;85.375;4.0;299.0;109.41666666666667;;;;1.0;1.0;1.0
2008-04-18;0.0;949.0;950.0;949.5;;15.0;24.0;19.666666666666668;14.0;14.0;14.0;37.0;99.0;77.08333333333333;29.0;187.0;87.54166666666667;3.0;6.0;4.666666666666667;2.0;2.0;2.0
2008-04-19;0.0;;;;836.5;15.0;19.0;16.5;13.0;13.0;13.0;55.0;89.0;73.33333333333333;16.0;133.0;70.91666666666667;5.0;7.0;6.333333333333333;2.0;4.0;3.1666666666666665
2008-04-20;0.0;945.0;946.0;945.75;;19.0;21.0;20.0;;;;38.0;94.0;73.20833333333333;45.0;268.0;90.16666666666667;2.0;5.0;3.5;1.0;2.0;1.75
2008-04-21;0.0;946.0;946.0;946.0;;20.0;20.0;20.0;10.0;14.0;12.0;67.0;91.0;77.91666666666667;82.0;128.0;103.79166666666667;5.0;7.0;6.666666666666667;3.0;3.0;3.0
2008-04-22;0.0;942.0;944.0;942.75;1731.5;18.0;21.0;19.5;14.0;16.0;14.666666666666666;63.0;99.0;83.66666666666667;16.0;358.0;196.79166666666666;3.0;4.0;3.6666666666666665;0.0;2.0;1.0
2008-04-23;0.0;941.0;943.0;942.25;1182.5;15.0;17.0;16.0;14.0;15.0;14.8;61.0;99.0;88.125;13.0;287.0;146.08333333333334;1.0;2.0;1.5;0.0;3.0;1.0
2008-04-24;0.0;940.0;942.0;941.0;2293.0;14.0;18.0;16.0;;;;26.0;99.0;78.25;25.0;305.0;153.375;;;;2.0;4.0;3.0
2008-04-25;0.0;940.0;940.0;940.0;922.3333333333334;22.0;22.0;22.0;12.0;12.0;12.0;38.0;86.0;67.20833333333333;3.0;326.0;126.58333333333333;3.0;6.0;4.333333333333333;0.0;2.0;1.0
2008-04-26;0.0;938.0;940.0;939.0;629.0;15.0;16.0;15.5;13.0;13.0;13.0;59.0;97.0;82.375;7.0;359.0;151.91666666666666;4.0;7.0;5.666666666666667;0.0;2.0;1.0
2008-04-27;0.0;;;;283.0;13.0;14.0;13.5;13.0;13.0;13.0;51.0;99.0;83.29166666666667;31.0;348.0;129.79166666666666;3.0;4.0;3.8;2.0;3.0;2.25
2008-04-28;18.0;936.0;936.0;936.0;288.3333333333333;16.0;19.0;17.666666666666668;16.0;17.0;16.333333333333332;62.0;97.0;88.33333333333333;5.0;217.0;61.75;5.0;11.0;7.75;;;
2008-04-29;1.0;937.0;944.0;940.5;2.0;10.0;16.0;14.0;16.0;16.0;16.0;69.0;98.0;91.70833333333333;3.0;244.0;165.95833333333334;8.0;10.0;9.333333333333334;1.0;5.0;2.75
2008-04-30;0.0;948.0;949.0;948.5;1315.5;;;;0.0;1.0;0.5;48.0;81.0;66.0;101.0;292.0;178.0;5.0;12.0;7.333333333333333;2.0;2.0;2.0
2008-05-01;0.0;947.0;949.0;948.0;405.5;;;;4.0;10.0;6.25;60.0;89.0;76.08695652173913;26.0;171.0;100.17391304347827;5.0;5.0;5.0;2.0;2.0;2.0
2008-05-02;21.0;940.0;941.0;940.5;1.0;12.0;12.0;12.0;11.0;13.0;12.0;91.0;99.0;95.25;69.0;268.0;128.33333333333334;4.0;7.0;6.0;;;
2008-05-03;3.0;940.0;944.0;941.3333333333334;78.0;13.0;14.0;13.5;12.0;13.0;12.5;88.0;99.0;95.125;67.0;299.0;177.54166666666666;;;;2.0;7.0;5.0
2008-05-04;0.0;946.0;947.0;946.5;506.0;14.0;14.0;14.0;12.0;13.0;12.666666666666666;93.0;98.0;95.5;140.0;237.0;193.54166666666666;6.0;8.0;7.0;2.0;2.0;2.0
2008-05-05;0.0;943.0;944.0;943.75;232.5;;;;12.0;12.0;12.0;85.0;99.0;94.91666666666667;224.0;273.0;250.20833333333334;7.0;8.0;7.666666666666667;4.0;4.0;4.0
2008-05-06;0.0;944.0;944.0;944.0;;12.0;15.0;13.0;7.0;10.0;9.0;56.0;100.0;85.66666666666667;2.0;358.0;202.16666666666666;;;;0.0;0.0;0.0
2008-05-07;0.0;945.0;945.0;945.0;2461.0;5.0;13.0;8.0;6.0;7.0;6.25;44.0;99.0;77.04166666666667;32.0;354.0;138.5;4.0;4.0;4.0;0.0;1.0;0.5
2008-05-08;0.0;945.0;946.0;945.6666666666666;1234.6;12.0;14.0;13.0;9.0;10.0;9.333333333333334;42.0;95.0;80.125;15.0;328.0;135.875;3.0;4.0;3.5;0.0;2.0;1.25
2008-05-09;0.0;947.0;948.0;947.5;;8.0;10.0;9.0;7.0;7.0;7.0;56.0;97.0;82.91666666666667;58.0;281.0;141.58333333333334;2.0;4.0;3.0;1.0;2.0;1.3333333333333333
2008-05-10;0.0;;;;;13.0;17.0;14.666666666666666;6.0;6.0;6.0;56.0;88.0;76.875;70.0;342.0;120.70833333333333;6.0;7.0;6.5;3.0;3.0;3.0
2008-05-11;0.0;951.0;951.0;951.0;1266.5;14.0;19.0;16.5;8.0;11.0;9.5;50.0;91.0;77.04166666666667;3.0;137.0;72.08333333333333;6.0;7.0;6.5;3.0;3.0;3.0
2008-05-12;0.0;952.0;952.0;952.0;;12.0;20.0;16.0;;;;57.0;89.0;76.5;14.0;145.0;70.0;5.0;5.0;5.0;5.0;5.0;5.0
2008-05-13;0.0;949.0;949.0;949.0;;15.0;18.0;16.666666666666668;13.0;13.0;13.0;63.0;89.0;76.45833333333333;23.0;350.0;82.83333333333333;7.0;11.0;9.0;0.0;5.0;3.3333333333333335
2008-05-14;0.0;947.0;950.0;948.5;;13.0;17.0;15.0;13.0;13.0;13.0;60.0;91.0;78.54166666666667;12.0;347.0;130.29166666666666;2.0;5.0;4.4;0.0;2.0;1.25
2008-05-15;0.0;945.0;948.0;946.3333333333334;790.5;12.0;15.0;13.5;10.0;13.0;11.333333333333334;45.0;98.0;76.20833333333333;23.0;351.0;168.25;3.0;10.0;6.142857142857143;;;
2008-05-16;0.0;947.0;947.0;947.0;;9.0;9.0;9.0;7.0;8.0;7.333333333333333;35.0;89.0;68.25;52.0;309.0;140.95833333333334;2.0;5.0;3.4;0.0;2.0;0.75
2008-05-17;0.0;946.0;946.0;946.0;1889.5;10.0;21.0;15.0;8.0;9.0;8.666666666666666;36.0;93.0;68.58333333333333;1.0;359.0;73.20833333333333;2.0;2.0;2.0;0.0;4.0;2.0
2008-05-18;0.0;945.0;947.0;945.75;764.0;13.0;20.0;16.333333333333332;7.0;8.0;7.5;55.0;78.0;64.375;10.0;329.0;95.375;6.0;9.0;7.5;;;
2008-05-19;0.0;944.0;945.0;944.5;;17.0;20.0;18.5;13.0;14.0;13.5;54.0;84.0;69.78260869565217;13.0;358.0;113.43478260869566;5.0;8.0;6.25;3.0;3.0;3.0
2008-05-20;0.0;943.0;943.0;943.0;1725.0;20.0;20.0;20.0;15.0;16.0;15.5;54.0;81.0;68.54166666666667;14.0;354.0;154.91666666666666;6.0;9.0;7.666666666666667;4.0;4.0;4.0
2008-05-21;0.0;942.0;942.0;942.0;1487.3333333333333;24.0;26.0;24.666666666666668;16.0;16.0;16.0;48.0;68.0;55.45454545454545;300.0;360.0;329.3636363636364;6.0;6.0;6.0;3.0;3.0;3.0
2008-05-22;0.0;943.0;945.0;943.5;1237.0;20.0;28.0;23.0;;;;44.0;68.0;58.166666666666664;2.0;358.0;220.58333333333334;3.0;5.0;4.0;2.0;2.0;2.0
2008-05-23;0.0;942.0;944.0;943.0;1280.0;19.0;25.0;21.0;15.0;15.0;15.0;42.0;76.0;60.333333333333336;16.0;350.0;150.91666666666666;3.0;7.0;5.0;2.0;4.0;3.0
2008-05-24;0.0;940.0;942.0;941.3333333333334;1281.0;20.0;21.0;20.5;13.0;13.0;13.0;52.0;85.0;70.125;1.0;354.0;264.5;8.0;8.0;8.0;3.0;3.0;3.0
2008-05-25;0.0;942.0;943.0;942.25;256.0;9.0;11.0;10.0;7.0;9.0;8.0;68.0;91.0;80.66666666666667;121.0;311.0;232.08333333333334;2.0;5.0;3.5;1.0;2.0;1.5
2008-05-26;0.0;943.0;945.0;943.5;1960.0;8.0;18.0;12.166666666666666;6.0;10.0;8.5;39.0;99.0;84.41666666666667;34.0;360.0;112.54166666666667;5.0;5.0;5.0;1.0;3.0;2.5
2008-05-27;0.0;940.0;943.0;941.6666666666666;374.0;12.0;12.0;12.0;8.0;15.0;11.8;48.0;87.0;64.70833333333333;9.0;349.0;122.95833333333333;6.0;8.0;7.0;4.0;4.0;4.0
2008-05-28;17.0;938.0;940.0;939.0;56.666666666666664;18.0;18.0;18.0;;;;55.0;98.0;76.58333333333333;5.0;249.0;81.70833333333333;3.0;10.0;6.666666666666667;3.0;5.0;4.333333333333333
2008-05-29;4.0;936.0;946.0;942.0;3.0;8.0;17.0;12.6;6.0;16.0;11.0;93.0;99.0;97.41666666666667;16.0;338.0;232.08333333333334;5.0;5.0;5.0;2.0;4.0;3.0
2008-05-30;0.0;949.0;949.0;949.0;1268.75;4.0;8.0;5.25;-1.0;1.0;0.0;56.0;98.0;81.33333333333333;137.0;288.0;234.91666666666666;6.0;10.0;8.0;2.0;2.0;2.0
2008-05-31;0.0;955.0;956.0;955.5;935.0;0.0;0.0;0.0;-3.0;-3.0;-3.0;36.0;100.0;81.875;54.0;182.0;107.08333333333333;2.0;7.0;3.6;1.0;3.0;1.5
2008-06-01;0.0;952.0;954.0;953.0;1166.0;5.0;15.0;8.0;8.0;8.0;8.0;53.0;90.0;78.21739130434783;34.0;360.0;106.82608695652173;6.0;7.0;6.333333333333333;2.0;4.0;3.0
2008-06-02;0.0;949.0;949.0;949.0;2021.3333333333333;;;;8.0;11.0;9.5;60.0;92.0;82.33333333333333;4.0;346.0;82.70833333333333;4.0;4.0;4.0;;;
2008-06-03;10.0;945.0;946.0;945.5;40.333333333333336;;;;10.0;11.0;10.333333333333334;88.0;97.0;93.625;65.0;349.0;119.5;3.0;3.0;3.0;4.0;4.0;4.0
2008-06-04;0.0;945.0;945.0;945.0;182.0;14.0;14.0;14.0;10.0;11.0;10.5;88.0;99.0;94.83333333333333;4.0;356.0;190.20833333333334;;;;1.0;1.0;1.0
2008-06-05;0.0;944.0;944.0;944.0;432.0;12.0;17.0;14.75;10.0;16.0;12.75;79.0;90.0;85.83333333333333;2.0;358.0;85.70833333333333;4.0;7.0;5.5;2.0;6.0;4.0
2008-06-06;1.0;945.0;947.0;946.25;;;;;11.0;16.0;14.0;80.0;98.0;90.65217391304348;3.0;354.0;231.3913043478261;2.0;6.0;4.2;0.0;4.0;1.5
2008-06-07;0.0;944.0;947.0;945.3333333333334;524.3333333333334;11.0;18.0;13.25;10.0;17.0;14.333333333333334;62.0;98.0;86.875;16.0;353.0;99.875;3.0;4.0;3.5;0.0;0.0;0.0
2008-06-08;0.0;941.0;945.0;943.0;403.6666666666667;15.0;22.0;16.5;16.0;16.0;16.0;66.0;99.0;86.66666666666667;7.0;356.0;145.125;;;;3.0;3.0;3.0
2008-06-09;0.0;940.0;942.0;941.25;13.333333333333334;12.0;19.0;15.75;13.0;14.0;13.5;70.0;99.0;87.5;3.0;360.0;214.25;6.0;8.0;7.0;2.0;4.0;2.75
2008-06-10;0.0;940.0;945.0;942.2;409.6666666666667;7.0;7.0;7.0;3.0;8.0;4.25;61.0;96.0;77.33333333333333;262.0;309.0;281.7916666666667;9.0;9.0;9.0;1.0;5.0;3.0
2008-06-11;0.0;945.0;947.0;945.8;429.0;5.0;14.0;10.0;2.0;4.0;3.25;48.0;99.0;76.125;38.0;354.0;205.75;4.0;4.0;4.0;0.0;3.0;1.6666666666666667
2008-06-12;0.0;947.0;947.0;947.0;1653.0;8.0;9.0;8.5;5.0;5.0;5.0;60.0;84.0;73.875;20.0;358.0;150.20833333333334;;;;0.0;1.0;0.25
2008-06-13;0.0;943.0;948.0;945.5;1368.3333333333333;9.0;12.0;10.666666666666666;7.0;7.0;7.0;44.0;94.0;76.58333333333333;4.0;332.0;148.66666666666666;0.0;4.0;2.0;0.0;0.0;0.0
2008-06-14;0.0;937.0;937.0;937.0;410.5;16.0;16.0;16.0;5.0;5.0;5.0;61.0;97.0;84.33333333333333;31.0;356.0;220.0;4.0;8.0;5.4;5.0;5.0;5.0
2008-06-15;0.0;946.0;949.0;947.6666666666666;;12.0;12.0;12.0;-4.0;4.0;0.0;35.0;96.0;66.875;234.0;324.0;277.3333333333333;6.0;6.0;6.0;2.0;6.0;4.5
2008-06-16;0.0;;;;;3.0;4.0;3.5;0.0;1.0;0.6666666666666666;51.0;92.0;72.16666666666667;3.0;309.0;207.75;2.0;2.0;2.0;4.0;4.0;4.0
2008-06-17;0.0;;;;860.3333333333334;;;;-1.0;2.0;0.5;40.0;87.0;66.54166666666667;21.0;313.0;102.5;0.0;8.0;5.333333333333333;0.0;4.0;1.7142857142857142
2008-06-18;0.0;944.0;946.0;944.6666666666666;537.0;9.0;11.0;10.0;1.0;6.0;3.4;40.0;77.0;63.125;47.0;302.0;117.91666666666667;3.0;4.0;3.6666666666666665;1.0;3.0;2.0
2008-06-19;1.0;942.0;942.0;942.0;100.5;20.0;20.0;20.0;5.0;7.0;6.0;52.0;75.0;61.125;22.0;360.0;69.125;6.0;9.0;7.0;4.0;5.0;4.333333333333333
2008-06-20;0.0;937.0;940.0;938.5;178.25;11.0;17.0;13.666666666666666;13.0;13.0;13.0;63.0;98.0;84.16666666666667;2.0;345.0;155.66666666666666;5.0;5.0;5.0;;;
2008-06-21;0.0;943.0;945.0;944.0;2.0;7.0;7.0;7.0;4.0;5.0;4.5;85.0;98.0;90.91666666666667;256.0;306.0;282.625;9.0;11.0;10.0;3.0;4.0;3.5
2008-06-22;0.0;948.0;949.0;948.5;655.0;7.0;11.0;7.8;7.0;7.0;7.0;69.0;99.0;91.20833333333333;145.0;316.0;246.54166666666666;3.0;3.0;3.0;1.0;1.0;1.0
2008-06-23;0.0;951.0;953.0;951.5;1210.6666666666667;7.0;7.0;7.0;4.0;4.0;4.0;65.0;99.0;87.5;50.0;203.0;131.83333333333334;2.0;4.0;2.75;1.0;1.0;1.0
2008-06-24;0.0;952.0;954.0;953.0;718.0;7.0;14.0;10.0;6.0;8.0;7.0;65.0;95.0;87.125;27.0;307.0;117.375;7.0;7.0;7.0;2.0;2.0;2.0
2008-06-25;0.0;949.0;949.0;949.0;1767.0;10.0;16.0;11.75;7.0;7.0;7.0;63.0;90.0;77.625;35.0;92.0;60.875;9.0;9.0;9.0;4.0;5.0;4.333333333333333
2008-06-26;1.0;949.0;949.0;949.0;25.0;13.0;14.0;13.5;9.0;11.0;9.75;72.0;96.0;86.66666666666667;15.0;52.0;38.833333333333336;;;;;;
2008-06-27;10.0;946.0;946.0;946.0;66.0;14.0;14.0;14.0;;;;93.0;98.0;95.83333333333333;13.0;335.0;80.375;8.0;8.0;8.0;4.0;4.0;4.0
2008-06-28;1.0;948.0;948.0;948.0;;14.0;14.0;14.0;13.0;13.0;13.0;76.0;98.0;90.66666666666667;7.0;335.0;87.45833333333333;6.0;11.0;8.0;2.0;3.0;2.5
2008-06-29;0.0;948.0;950.0;948.6666666666666;2.0;13.0;15.0;13.6;13.0;13.0;13.0;76.0;97.0;91.79166666666667;4.0;360.0;216.79166666666666;1.0;4.0;2.3333333333333335;0.0;0.0;0.0
2008-06-30;0.0;946.0;946.0;946.0;16.5;13.0;19.0;16.333333333333332;11.0;11.0;11.0;65.0;98.0;88.83333333333333;7.0;350.0;112.875;6.0;6.0;6.0;1.0;1.0;1.0
2008-07-01;0.0;946.0;947.0;946.5;;14.0;14.0;14.0;;;;59.0;99.0;88.08333333333333;2.0;307.0;135.29166666666666;5.0;5.0;5.0;0.0;3.0;2.0
2008-07-02;0.0;949.0;949.0;949.0;704.0;10.0;12.0;11.0;8.0;10.0;9.0;54.0;93.0;78.45833333333333;26.0;267.0;98.66666666666667;4.0;7.0;4.75;2.0;5.0;3.3333333333333335
2008-07-03;0.0;948.0;948.0;948.0;507.5;15.0;15.0;15.0;11.0;12.0;11.666666666666666;80.0;99.0;93.75;16.0;340.0;150.625;2.0;2.0;2.0;1.0;3.0;2.5
2008-07-04;0.0;947.0;947.0;947.0;2.0;16.0;20.0;18.0;11.0;13.0;12.0;61.0;99.0;88.41666666666667;12.0;352.0;96.70833333333333;2.0;6.0;3.6666666666666665;2.0;2.0;2.0
2008-07-05;0.0;946.0;948.0;946.75;1794.0;16.0;16.0;16.0;10.0;13.0;11.666666666666666;64.0;92.0;79.625;4.0;75.0;55.75;3.0;5.0;4.0;2.0;5.0;3.0
2008-07-06;0.0;947.0;947.0;947.0;;13.0;16.0;14.666666666666666;12.0;12.0;12.0;59.0;89.0;75.91666666666667;25.0;82.0;55.833333333333336;6.0;8.0;6.8;2.0;5.0;3.25
2008-07-07;0.0;947.0;948.0;947.3333333333334;;;;;11.0;11.0;11.0;46.0;83.0;65.25;2.0;360.0;98.75;7.0;8.0;7.666666666666667;4.0;5.0;4.5
2008-07-08;0.0;945.0;948.0;946.0;1.5;;;;15.0;15.0;15.0;52.0;97.0;84.125;3.0;351.0;140.33333333333334;5.0;6.0;5.5;1.0;1.0;1.0
2008-07-09;0.0;949.0;950.0;949.4;36.0;14.0;14.0;14.0;13.0;13.0;13.0;73.0;99.0;92.25;25.0;356.0;123.70833333333333;3.0;4.0;3.6666666666666665;0.0;1.0;0.6666666666666666
2008-07-10;0.0;952.0;953.0;952.5;;14.0;14.0;14.0;14.0;14.0;14.0;60.0;99.0;85.375;7.0;355.0;100.95833333333333;5.0;6.0;5.5;0.0;4.0;1.2857142857142858
2008-07-11;0.0;953.0;954.0;953.5;2157.0;14.0;19.0;16.5;10.0;15.0;12.833333333333334;58.0;95.0;79.29166666666667;17.0;360.0;92.33333333333333;;;;2.0;3.0;2.5
2008-07-12;0.0;947.0;952.0;949.3333333333334;977.5;12.0;20.0;16.75;10.0;10.0;10.0;53.0;90.0;71.625;2.0;360.0;106.20833333333333;8.0;13.0;10.5;2.0;7.0;4.0
2008-07-13;0.0;948.0;948.0;948.0;;15.0;22.0;18.5;;;;58.0;86.0;72.29166666666667;4.0;357.0;42.166666666666664;;;;3.0;6.0;4.5
2008-07-14;0.0;949.0;950.0;949.6666666666666;2024.0;15.0;20.0;17.0;14.0;14.0;14.0;52.0;86.0;70.0;28.0;300.0;130.0;3.0;3.0;3.0;0.0;2.0;1.0
2008-07-15;0.0;954.0;954.0;954.0;1861.0;14.0;23.0;19.0;11.0;12.0;11.25;46.0;78.0;64.375;3.0;101.0;57.333333333333336;3.0;7.0;5.0;2.0;3.0;2.75
2008-07-16;0.0;948.0;951.0;949.6666666666666;;12.0;21.0;16.0;9.0;11.0;10.0;43.0;68.0;54.625;4.0;334.0;105.45833333333333;8.0;8.0;8.0;4.0;4.0;4.0
2008-07-17;0.0;944.0;945.0;944.5;2208.0;13.0;22.0;17.5;7.0;9.0;8.0;41.0;69.0;55.833333333333336;11.0;356.0;148.375;10.0;12.0;11.0;5.0;7.0;6.0
2008-07-18;0.0;;;;2171.0;;;;9.0;10.0;9.5;48.0;73.0;58.416666666666664;29.0;357.0;247.70833333333334;2.0;5.0;3.5;2.0;2.0;2.0
2008-07-19;0.0;945.0;946.0;945.5;537.3333333333334;12.0;12.0;12.0;11.0;13.0;12.333333333333334;67.0;99.0;86.08333333333333;18.0;296.0;132.875;;;;0.0;4.0;2.3333333333333335
2008-07-20;0.0;;;;1.3333333333333333;10.0;17.0;13.666666666666666;10.0;12.0;11.0;69.0;99.0;90.25;6.0;309.0;143.625;4.0;6.0;4.666666666666667;;;
2008-07-21;1.0;946.0;946.0;946.0;522.0;16.0;21.0;18.0;14.0;14.0;14.0;71.0;98.0;84.16666666666667;15.0;360.0;80.625;7.0;8.0;7.333333333333333;3.0;6.0;4.5
2008-07-22;0.0;938.0;942.0;940.25;0.0;;;;13.0;14.0;13.5;58.0;97.0;78.79166666666667;9.0;355.0;209.0;10.0;19.0;13.0;5.0;9.0;7.0
2008-07-23;0.0;944.0;945.0;944.5;935.5;11.0;15.0;12.0;;;;64.0;93.0;81.29166666666667;19.0;335.0;190.08333333333334;3.0;6.0;4.5;;;
2008-07-24;0.0;943.0;946.0;944.75;;9.0;9.0;9.0;8.0;10.0;9.333333333333334;71.0;99.0;91.125;78.0;342.0;214.875;3.0;7.0;5.0;2.0;2.0;2.0
2008-07-25;0.0;949.0;949.0;949.0;;7.0;12.0;9.5;5.0;5.0;5.0;55.0;93.0;79.58333333333333;115.0;287.0;222.375;;;;1.0;2.0;1.5
2008-07-26;0.0;949.0;951.0;950.0;;7.0;10.0;8.5;3.0;7.0;4.666666666666667;46.0;89.0;72.83333333333333;36.0;326.0;95.0;6.0;11.0;7.25;0.0;3.0;1.6666666666666667
2008-07-27;3.0;944.0;946.0;945.0;174.5;14.0;16.0;15.0;11.0;11.0;11.0;70.0;94.0;83.875;24.0;255.0;72.25;8.0;10.0;9.333333333333334;6.0;6.0;6.0
2008-07-28;5.0;947.0;949.0;947.75;78.0;14.0;14.0;14.0;13.0;13.0;13.0;89.0;98.0;94.875;48.0;205.0;102.16666666666667;4.0;4.0;4.0;;;
2008-07-29;0.0;948.0;948.0;948.0;0.0;14.0;17.0;15.666666666666666;13.0;13.0;13.0;74.0;97.0;87.95833333333333;64.0;213.0;111.375;4.0;4.0;4.0;3.0;4.0;3.6666666666666665
2008-07-30;3.0;944.0;944.0;944.0;198.0;14.0;16.0;14.5;13.0;13.0;13.0;91.0;98.0;95.16666666666667;14.0;333.0;180.70833333333334;4.0;7.0;5.5;2.0;5.0;3.3333333333333335
2008-07-31;0.0;942.0;943.0;942.3333333333334;152.66666666666666;12.0;12.0;12.0;12.0;12.0;12.0;90.0;99.0;95.91666666666667;50.0;212.0;145.70833333333334;4.0;4.0;4.0;1.0;1.0;1.0
2008-08-01;0.0;944.0;944.0;944.0;2.0;12.0;15.0;13.0;12.0;14.0;12.75;76.0;98.0;92.08333333333333;55.0;355.0;164.0;2.0;5.0;3.3333333333333335;0.0;2.0;0.8333333333333334
2008-08-02;5.0;938.0;940.0;939.0;;12.0;14.0;13.0;11.0;13.0;12.0;73.0;99.0;90.625;4.0;320.0;208.54166666666666;4.0;12.0;7.333333333333333;2.0;4.0;3.0
2008-08-03;0.0;941.0;943.0;942.0;780.0;8.0;9.0;8.333333333333334;;;;77.0;99.0;91.20833333333333;17.0;341.0;222.5;3.0;3.0;3.0;1.0;2.0;1.5
2008-08-04;0.0;940.0;940.0;940.0;;5.0;6.0;5.25;4.0;4.0;4.0;42.0;100.0;77.0;2.0;359.0;71.16666666666667;1.0;7.0;4.333333333333333;0.0;3.0;1.5
2008-08-05;0.0;941.0;943.0;942.0;;17.0;17.0;17.0;7.0;8.0;7.25;48.0;84.0;68.95833333333333;7.0;359.0;129.375;7.0;7.0;7.0;2.0;3.0;2.5
2008-08-06;0.0;944.0;946.0;945.0;1048.5;19.0;19.0;19.0;10.0;12.0;11.0;64.0;95.0;80.79166666666667;7.0;360.0;89.45833333333333;8.0;10.0;9.0;1.0;5.0;3.25
2008-08-07;0.0;942.0;943.0;942.6666666666666;905.0;16.0;16.0;16.0;13.0;14.0;13.5;75.0;92.0;86.20833333333333;27.0;316.0;121.0;4.0;5.0;4.666666666666667;2.0;5.0;3.5
2008-08-08;0.0;948.0;949.0;948.5;918.5;10.0;12.0;11.0;6.0;6.0;6.0;63.0;91.0;75.5;96.0;158.0;132.08333333333334;8.0;8.0;8.0;3.0;3.0;3.0
2008-08-09;0.0;950.0;950.0;950.0;419.0;8.0;15.0;10.333333333333334;5.0;9.0;7.0;69.0;92.0;82.20833333333333;57.0;277.0;111.0;4.0;7.0;5.5;0.0;2.0;1.0
2008-08-10;0.0;946.0;950.0;948.0;791.0;12.0;12.0;12.0;10.0;10.0;10.0;60.0;93.0;77.79166666666667;8.0;351.0;56.0;8.0;8.0;8.0;;;
2008-08-11;0.0;944.0;946.0;944.8;1791.5;17.0;17.0;17.0;11.0;11.0;11.0;51.0;84.0;70.0;7.0;43.0;30.125;10.0;12.0;11.0;;;
2008-08-12;7.0;938.0;947.0;942.3333333333334;91.0;18.0;18.0;18.0;12.0;13.0;12.5;69.0;98.0;84.125;8.0;310.0;91.875;4.0;5.0;4.5;5.0;5.0;5.0
2008-08-13;0.0;946.0;948.0;947.0;918.5;9.0;11.0;10.333333333333334;9.0;10.0;9.75;70.0;98.0;86.33333333333333;93.0;189.0;127.375;5.0;6.0;5.5;2.0;2.0;2.0
